<s> How UNK Became One of the UNK UNK in American Politics </s>,"<s> Our new president is a billionaire UNK League UNK , a real estate UNK , a TV star and a son of UNK UNK . But he is no longer , by his own UNK , a member of the UNK . </s>"
"<s> For a Mother With Big UNK , Two UNK Words : ‘I UNK </s>","<s> UNK UNK , a single mother with four children and big dreams , must budget her money and her time UNK . “I got my UNK , ” Ms. UNK said . “I don’t want to UNK my time . </s>"
<s> Senate Republicans Open Fight Over Obama Health Law </s>,<s> WASHINGTON — Congress opened for battle over the Affordable Care Act on Wednesday as Republicans pushed immediately forward to repeal the health care law and President Obama made a rare trip to Capitol Hill to defend it . </s>
<s> The UNK UNK That Could UNK Obamacare </s>,"<s> WASHINGTON — Republicans hope to repeal major parts of the Affordable Care Act using an UNK UNK known as budget UNK . The process is sometimes called UNK , but it has been used often in the past 35 years to write some of the nation’s most important laws . </s>"
"<s> In UNK Ethics Office UNK , a UNK of Tweets and UNK </s>","<s> WASHINGTON — UNK in Congress often UNK , but usually not on the very first day . </s>"
<s> Ivanka Trump’s New Washington Home Once UNK to a Putin UNK </s>,"<s> WASHINGTON — Ivanka Trump , who is UNK a prominent role in her UNK administration , is planning to move with her family to a UNK in the exclusive UNK section of Washington , two people familiar with the decision said Wednesday . </s>"
<s> Donald Trump UNK Wall Street Lawyer to Head UNK . </s>,"<s> The Wall Street lawyer Walter J. UNK does not travel in political UNK , UNK is he well known in corporate America . He is the UNK UNK — a deal maker . </s>"
"<s> Dylann Roof , UNK Court , Offers No UNK or UNK for Massacre </s>","<s> CHARLESTON , S. C. — UNK to UNK one of his last UNK to save his own life , the convicted killer Dylann S . </s>"
"<s> In Turkey , U.S. Hand Is Seen in Nearly Every Crisis </s>","<s> ISTANBUL — Turkish officials accused the United States of UNK a failed coup last summer . When the Russian ambassador to Turkey was UNK last month , the Turkish press said the United States was behind the attack . </s>"
<s> A New UNK of Syria’s War : UNK Water in UNK </s>,"<s> BEIRUT , Lebanon — For millions of UNK residents , concerns about the direction of the war in Syria have been UNK by UNK about where to get enough water to do the UNK , UNK clothes or take a UNK . </s>"
<s> My Canada </s>,"<s> Canada , our No . 1 pick for this year’s 52 UNK to Go list , UNK millions of square miles . It also UNK UNK , not just of people and UNK , but of UNK . We asked five Canadian UNK to UNK on places that have UNK in their UNK . </s>"
<s> How We Put Together Our 52 UNK to Go List </s>,"<s> For the UNK straight year , the Travel section UNK its annual UNK to Go issue . You will likely have some questions : How did the No . 1 spot get there ? Why is my favorite spot not on the list ? What’s the deal with those UNK videos online at nytimes . ? </s>"
<s> UNK to Put Your Hands Together </s>,"<s> UNK the music to your UNK is pop , UNK , UNK , country or another type of UNK UNK , the UNK of 2017 have you covered . </s>"
"<s> Getting Around by UNK , UNK or UNK </s>","<s> UNK by train , ship or trail , UNK UNK are poised to UNK in 2017 . UNK , the UNK UNK train in South Florida is expected to open , UNK Miami and West Palm Beach . </s>"
<s> 5 UNK Shows if You’re in New York This Month </s>,"<s> Broadway shows often UNK their UNK at the end of the year , UNK the winter UNK at the box office . But this year a few shows of note are holding on , at least for a week or two . </s>"
<s> UNK Kennedy Airport Is UNK Next Big Plan </s>,"<s> Gov . Andrew M. Cuomo of New York said on Wednesday that with a complete overhaul of La UNK Airport UNK , he wants to UNK New York City’s other airport , John F. Kennedy International . </s>"
<s> UNK for UNK </s>,"<s> On the morning of May 18 , 2014 , UNK UNK was UNK by a series of strange messages that appeared in her UNK inbox . </s>"
<s> Why Men Don’t Want the Jobs UNK UNK by Women </s>,"<s> It hasn’t been a great time to be a man without a job . The jobs that have been UNK , like machine UNK , are predominantly those that men do . The UNK that are growing , like health aide , UNK mostly women . </s>"
<s> Apple UNK New York Times Apps From Its UNK in China </s>,"<s> Apple , UNK with what it said was a request from Chinese authorities , removed news apps created by The New York Times from its app store in China late last month . </s>"
"<s> Fed Officials See UNK Economic Growth Under Trump , but No UNK </s>","<s> WASHINGTON — Federal Reserve officials expect Donald J. Trump’s election to result in UNK UNK economic growth over the next several years , but they see little chance of the UNK Mr. Trump has promised , according to an account of the UNK most recent meeting in . </s>"
"<s> UNK Foundation Picks UNK J. UNK , a UNK , as President </s>","<s> UNK J. UNK , a UNK of the UNK Foundation , was asked about six months ago to join the committee that would UNK the UNK next president . He said no . </s>"
"<s> Philippines UNK UNK More Than 150 UNK , UNK UNK </s>",<s> MANILA — A UNK was UNK Wednesday for more than 150 UNK who UNK from a jail in the southern Philippines after it came under attack by gunmen overnight . </s>
"<s> UNK With the Tweets , China’s State Media Tells Trump </s>","<s> BEIJING — China’s leaders thought they had a solution to the UNK of UNK , UNK and UNK on Twitter : They banned access to it at home . Yet China has become the country that Donald J. Trump seems to UNK criticizing the most on his Twitter UNK . </s>"
<s> Coming to UNK UNK : A UNK UNK That UNK Your Every UNK </s>,"<s> UNK , Fla. — Inside a UNK UNK UNK complex here , two former Disney executives have been UNK a UNK cruise industry overhaul . </s>"
<s> 2 UNK UNK Must Pay $ 23 Million for UNK UNK </s>,<s> The nation’s consumer UNK agency on Tuesday ordered the agencies UNK and UNK to pay more than $ 23 . 2 million in UNK and UNK for UNK customers about the UNK of credit scores and the cost of UNK them . </s>
"<s> Coal Fire , Not Just UNK , UNK the UNK , a UNK Claims </s>","<s> LONDON — Maybe it wasn’t just the UNK . Ever since the UNK UNK more than UNK years ago , killing more than 1 , 500 men , women and children , mystery has UNK around the UNK . </s>"
<s> Chase UNK Reserve UNK UNK UNK Will Be UNK </s>,"<s> When a Wall Street banking UNK starts UNK UNK at credit card customers , it may be best to UNK them before they UNK UNK . And so it goes with Chase UNK Reserve , a card that the bank , UNK Chase , introduced last summer . </s>"
<s> Broadway UNK UNK UNK Through New Year’s Weekend </s>,"<s> Broadway UNK out 2016 with a very big UNK . The 33 UNK and UNK running last week brought in a UNK $ 49 . 7 million , making it the week in Broadway history . It was also the week on record , with UNK , UNK people UNK Broadway shows . </s>"
"<s> Italian UNK UNK , UNK and UNK Their Way to UNK </s>","<s> UNK , Italy — One of his first students was a young man he had arrested four years earlier . Others have been convicted of armed UNK , drug UNK and criminal UNK with the UNK . </s>"
"<s> The 2017 Class UNK , as UNK by a New UNK Day at a UNK </s>","<s> In the first episode of UNK Day at a Time , ” UNK UNK of the UNK UNK UNK , UNK ( UNK UNK ) has an argument with her son , Alex ( UNK UNK ) who wants an expensive new pair of UNK . UNK , ” he says , “I know we’re not UNK . </s>"
<s> Michael Eric UNK UNK in UNK UNK </s>,"<s> Your UNK book , UNK We Can not Stop , ” is UNK “A UNK to White America . ” Which part of white America do you UNK reading it ? </s>"
<s> For UNK : UNK UNK UNK </s>,"<s> UNK UNK UNK might be sitting on a gold mine : its UNK of some eight million UNK and UNK from UNK Fair , The New Yorker , Vogue , UNK UNK and other UNK . Now , given the UNK state of the media industry , the company has plans to UNK it . </s>"
"<s> UNK Trump , UNK UNK UNK UNK UNK on Russian Hacking </s>","<s> WASHINGTON — A UNK front of top intelligence officials and senators from both parties on Thursday UNK UNK the UNK that the Russian government used hacking and UNK to try to influence the presidential election , directly UNK Donald J. Trump’s UNK questioning of Russia’s role . </s>"
"<s> Dan UNK , the UNK UNK Senator UNK to Be Intelligence Chief </s>","<s> WASHINGTON — Donald J. Trump is expected to choose as director of national intelligence Senator Dan UNK , a former ambassador to Germany , secret UNK and UNK of all things Indiana who also served as a member of his UNK Intelligence Committee . </s>"
<s> The UNK UNK : How Russian UNK UNK the U.S . </s>,"<s> WASHINGTON — When Special Agent UNK UNK of the Federal Bureau of Investigation called the Democratic National Committee in September 2015 to pass along some UNK news about its computer network , he was UNK , UNK , to the help desk . His message was brief , if alarming . </s>"
<s> Trump Said UNK UNK An UNK Is UNK UNK . </s>,"<s> When the United UNK top official tried to UNK an UNK prison in UNK two years ago , officials there denied him access . So he UNK all the way up the country’s UNK of UNK . </s>"
<s> UNK UNK Plan to Repeal the Affordable Care Act </s>,"<s> WASHINGTON — Vice Mike Pence and the top Republicans in Congress made clear on Wednesday , more UNK and UNK than ever , that they are dead serious about UNK the Affordable Care Act . </s>"
"<s> In Break With UNK , Obama UNK Are UNK UNK Past Inauguration Day </s>","<s> WASHINGTON — Donald J. Trump’s transition staff has issued a UNK UNK UNK politically appointed UNK to leave their overseas posts by Inauguration Day , according to several American diplomats familiar with the plan , breaking with decades of UNK by UNK to provide even the UNK of UNK UNK . </s>"
<s> Trump Takes on Democrats and Health Law in New Twitter UNK </s>,"<s> WASHINGTON — Donald J. Trump UNK out at Democrats on Thursday over their efforts to UNK President Obama’s health care coverage law , UNK their top legislative leader and UNK the measure as a UNK as he called for a less expensive and more effective system . </s>"
"<s> Ending UNK , Black College Says UNK Will Play at Inaugural Parade </s>","<s> UNK , UNK — For a band at a tiny , UNK black college , it seems in some ways to be the UNK of a UNK : a chance to march and perform at the Jan. 20 presidential inaugural UNK in Washington . </s>"
<s> UNK Reaches $ 5 Million Settlement With Regulators in UNK Global Case </s>,"<s> After more than five years of investigations and UNK , the UNK case of UNK Global is finally closed . On Thursday , federal regulators announced a $ 5 million settlement with UNK S . </s>"
<s> UNK Agrees to Sell UNK to UNK Black & UNK UNK to Raise Cash </s>,"<s> The question from the analyst on Thursday was UNK enough . In UNK to buy the UNK tool brand from UNK UNK , how would UNK Black UNK protect itself from legal issues that could UNK at the UNK down the line ? </s>"
"<s> UNK . Train That UNK Was Going Over UNK UNK Limit , Inquiry Finds </s>","<s> A Long Island UNK Road train that crashed in Brooklyn on Wednesday was going more than twice the speed limit when it slammed into a train station , injuring more than 100 people , federal investigators said on Thursday . </s>"
<s> Record 2016 for U.S. UNK Industry Long Road Back May Be at End </s>,"<s> DETROIT — UNK strong sales of new vehicles in the United States in December UNK the industry to another record figure in 2016 : 17 . UNK million sold . That is the good news . The bad news , though , is that the late push to beat the previous record , 17 . </s>"
<s> Macy’s Will Cut UNK Jobs After Poor Holiday Sales </s>,"<s> UNK with UNK sales over another crucial holiday shopping season , Macy’s announced on Wednesday that it was UNK more than 10 , 000 jobs as part of a continuing plan to cut costs and close 100 stores . </s>"
<s> What to Watch for in Fashion in 2017 </s>,"<s> So , the UNK UNK and heat tech have been UNK the ball , and the other UNK , has dropped . The year 2016 is over , and 2017 has begun . It’s no longer time to look back , but to look forward . And what do we see ? </s>"
<s> How to UNK UNK : Look for UNK Crime </s>,"<s> Everyone has UNK for why UNK are moving back into parts of cities UNK by their UNK generation . Perhaps their living UNK have UNK . Or the UNK of the labor market have , and young adults with less UNK time are UNK to UNK it UNK . </s>"
<s> UNK on Trial Defends UNK Migrants : ‘I UNK a UNK </s>,"<s> UNK , France — At times it was hard to know who was on trial , the UNK or the state . </s>"
<s> UNK UNK of UNK Gives Away the Last of His UNK </s>,"<s> As it happens , Donald J. Trump is not the only person to announce plans to shut down a personal UNK , just the best known . This is the story of a man who made and kept that same promise . Nearly five years ago , Charles F . </s>"
"<s> UNK Price UNK , UNK by UNK and Global UNK Turmoil </s>","<s> SAN FRANCISCO — The UNK UNK UNK has been swept up in yet another UNK UNK , pushing its price toward the UNK it last reached in late 2013 . </s>"
<s> 4 UNK After Video Shows UNK Charged UNK in Chicago </s>,"<s> CHICAGO — The police here were questioning four people on Wednesday as video UNK online showing a white teenager UNK up and UNK as a group of young shouted UNK messages and UNK Donald J. Trump . “It’s UNK , ” UNK UNK Johnson of the Chicago Police Department said . </s>"
"<s> Once UNK a Time , a Guard Nearly Shot Queen Elizabeth by UNK </s>","<s> It was a close call for the UNK . A walk around the UNK of UNK UNK in the very early morning hours nearly got Queen Elizabeth II shot by one of her UNK , The Times of London reported on Wednesday . </s>"
<s> Vermont Governor UNK UNK for Marijuana UNK </s>,<s> Nearly 200 of the UNK UNK people who asked Gov . Peter UNK of Vermont to UNK their UNK marijuana UNK had their wish UNK this week . </s>
"<s> Review : Debbie Reynolds and Carrie Fisher , at Home in UNK UNK </s>","<s> Perhaps the documentary UNK UNK : UNK Carrie Fisher and Debbie UNK would seem less UNK and UNK had its UNK not just died , or had they not died , UNK , within a day of each other . But the UNK UNK UNK UNK through that UNK . </s>"
"<s> Putin UNK a UNK UNK UNK to Aid Trump , Report Finds </s>","<s> WASHINGTON — President Vladimir V. Putin of Russia directed a vast UNK aimed at UNK Hillary Clinton the presidency and UNK Donald J. Trump in the Oval Office , the nation’s top intelligence agencies said in an extraordinary report they delivered on Friday to Mr. Trump . </s>"
<s> Russian UNK in American Election Was No UNK </s>,<s> The intelligence UNK report on the Russian UNK in the American presidential election UNK it as just one piece of an UNK campaign . </s>
<s> Russia UNK Apple and Google to UNK UNK From Local UNK UNK </s>,"<s> WASHINGTON — UNK users in Russia can no longer UNK the UNK app on iPhone or UNK devices , following a similar move in China to block The New York Times app on UNK . </s>"
<s> U.S. Says Russians Were Behind UNK on UNK Agency </s>,"<s> United States intelligence officials have determined that last year’s UNK on the World Agency UNK with the Russian government , UNK in apparent UNK for what President Vladimir V. Putin UNK to be an effort to UNK Russia for widespread doping . </s>"
<s> Trump UNK UNK UNK to UNK Federal Ethics Office </s>,"<s> WASHINGTON — Rex W. Tillerson UNK more than $ 50 million of Exxon Mobil stock , has earned an annual UNK of $ 10 million and holds a range of positions — from director at the Boy UNK of America to the UNK director of a Texas UNK and UNK UNK . </s>"
<s> Trump Meets With Some UNK Critics : UNK at UNK Fair and Vogue </s>,"<s> Donald J. Trump arrived at 1 World Trade Center a little before 10 a. m. on Friday to face some of his UNK critics in New York : top UNK and digital UNK of UNK UNK UNK of UNK , among them UNK Fair , The New Yorker and Vogue . </s>"
<s> Hospital UNK Eric Trump UNK Raise $ UNK Million for It </s>,"<s> WASHINGTON — Eric Trump has helped raise $ 16 . 3 million for St. UNK UNK Research Hospital of Tennessee over the past decade , a hospital official said in a letter sent to a charity run by Mr. Trump , the ’s son . </s>"
"<s> Donald Trump , Fort UNK : Your Friday Evening Briefing </s>","<s> ( Want to get this briefing by email ? Here’s the . ) Good evening . Here’s the latest . 1 . The UNK version of the intelligence report on Russian hacking ordered by President Obama found that Russia’s leader , Vladimir V. Putin , UNK an influence UNK to UNK the 2016 election . </s>"
<s> California Today : UNK Down on UNK UNK </s>,<s> Good morning . ( Want to get California Today by email ? Here’s the . ) Let’s turn it over to UNK UNK UNK for today’s introduction . A California law that went into effect on Sunday barring drivers from holding phones while operating vehicles is among the most UNK in the nation . </s>
<s> UNK County UNK to Possible Indian Point UNK </s>,"<s> For years , UNK activists , concerned parents , local officials and others have UNK about Indian Point , a nuclear plant on the Hudson River in northern UNK County that UNK UNK energy and UNK tax UNK , but also UNK the risk of disaster . </s>"
<s> UNK Finally UNK Big Gains for UNK UNK Pay </s>,"<s> It has been a long time coming — eight years , in fact — but the economic UNK is finally showing up in the average American UNK UNK in a big way . </s>"
"<s> Florida Airport UNK May Have UNK UNK UNK Violence , Officials Say </s>","<s> UNK UNK , Fla. — Federal law enforcement officials said they were investigating whether the gunman who opened fire on Friday at the airport here , killing five people and wounding eight , was UNK UNK and heard voices in his head telling him to UNK acts of violence . </s>"
<s> Is Your UNK Not Working ? Maybe You’re a UNK </s>,"<s> Is your UNK getting you UNK ? Research and lived experience UNK that many people who begin a new exercise program see little if any UNK in their health and UNK even after weeks of UNK UNK with their new routine . Among UNK scientists , these people are known as UNK . </s>"
<s> UNK of UNK UNK Highlights a Crime That UNK Goes UNK </s>,"<s> CHICAGO — The UNK video seized the nation’s attention this week : A group of young people UNK , UNK , beat , UNK , UNK , UNK and threatened to kill a teenager with mental UNK over nearly three days , and UNK about it as they carried out their acts . </s>"
"<s> Andrew UNK , UNK UNK in the Hollywood UNK </s>","<s> LOS ANGELES — To understand how Andrew UNK UNK made the UNK from to UNK man , it’s UNK to know that when he was 8 , his UNK was UNK UNK . </s>"
"<s> He UNK UNK a UNK . In New York , He’s Another Face in the UNK . </s>","<s> Every public housing complex in America is filled with individual UNK of struggle and UNK . This is the story of a UNK man in a black UNK who lives in UNK UNK in the Bronx . His name is UNK UNK , and he brought down a UNK African UNK . </s>"
<s> City to Close or UNK 9 Schools That Were in Support Program </s>,"<s> The city’s Education Department plans to close or UNK nine schools next year that are part of its UNK UNK , among a group of 22 schools to be closed or UNK , according to a UNK UNK by The New York Times . </s>"
<s> Kerry UNK Obama UNK UNK UNK . ( Trump UNK Them All . ) </s>,"<s> In an UNK UNK UNK on eight years of United States foreign policy , Secretary of State John Kerry UNK the Obama administration’s diplomatic UNK . But that record may be UNK or UNK by Donald J. Trump , who has UNK many of President Obama’s policies . </s>"
"<s> Friday UNK : UNK , UNK , UNK and UNK </s>","<s> We hope you got some rest over the UNK , but it’s clear from our UNK that you remained sharp and UNK readers . We will address a few of those UNK first , before turning to this week’s UNK . </s>"
<s> Dozens of UNK Killed as Prison Violence UNK in Brazil </s>,<s> RIO DE JANEIRO — Some of the UNK were UNK . Others had their UNK UNK from their bodies . Gang leaders used the blood of their victims to write a UNK message of UNK : UNK is paid for with blood . </s>
"<s> In Sweden , UNK in a UNK UNK Can’t UNK the Cost </s>","<s> A controversial experiment with a UNK in one of UNK largest cities UNK up this week with a UNK UNK : UNK working hours make for UNK , UNK and more UNK employees . There’s just one catch . The practice is too expensive and UNK to become widespread in Sweden UNK soon . </s>"
