<s> UNK Pollution UNK Water at UNK UNK After Storm </s>,"<s> SYDNEY , Australia — The annual beach pilgrimage during the height of summer in UNK , Australia’s city , is threatened by an unsettling phenomenon : shores where the UNK are tainted with UNK . </s>"
"<s> N.F.L . UNK : UNK , UNK and Odds </s>","<s> When the Green Bay UNK lost to the Washington UNK in Week 11 , dropping to Aaron UNK vowed to UNK the UNK in a march to the playoffs . With a victory over the Detroit UNK on Sunday night , the team UNK UNK promise . </s>"
<s> UNK UNK Manager Blames UNK for New Year’s Eve UNK </s>,"<s> UNK Carey suffered through a performance train UNK in Times Square on New Year’s Eve as UNK left her at a loss UNK during her hit song UNK , ” struggling to reach notes and to UNK the UNK and music . </s>"
"<s> Damaged by War , Syria’s Cultural Sites Rise UNK in France </s>","<s> PARIS — When the Islamic State was about to be driven out of the ancient city of Palmyra in March , UNK UNK got a call from Syria’s director of UNK to come over in a UNK . </s>"
<s> George UNK Freedom Video : An UNK History </s>,<s> Pop music and fashion never met UNK than in George UNK UNK ! UNK video . </s>
"<s> Istanbul , Donald Trump , Benjamin Netanyahu : Your Morning Briefing </s>","<s> Good morning . Here’s what you need to know : • The Turkish authorities are hunting for the gunman who opened fire at an Istanbul nightclub on New Year’s Day , killing at least 39 people from no fewer than 12 countries . </s>"
<s> Inside Trump Defense Secretary UNK Efforts to UNK Torture </s>,"<s> The body of the Iraqi prisoner was found naked and badly UNK in 2003 , outside a detention center in southern Iraq run by United States Marines . </s>"
<s> The Afghan War and the Evolution of Obama </s>,"<s> WASHINGTON — President Obama’s advisers UNK with an UNK problem in the spring and summer of 2015 : How could they stabilize Afghanistan while preserving Mr. Obama’s longtime goal of pulling out the last American troops before he left office ? As it happened , the president solved the problem for them . </s>"
<s> Tips for Your UNK UNK Purge </s>,"<s> With the year UNK down and New Year’s UNK just around the corner , it’s time to gear up for that UNK UNK . But the thought of UNK the kitchen UNK UNK — or even taking down the UNK — can be overwhelming . </s>"
<s> Benjamin Netanyahu UNK in Israel Graft Inquiry </s>,<s> JERUSALEM — Israeli police investigators questioned Prime Minister Benjamin Netanyahu for three hours at his official residence on Monday evening on suspicion of receiving illicit UNK and UNK from business executives . </s>
"<s> France Lets Workers Turn Off , UNK Out and Live Life </s>","<s> PARIS — If the world does not UNK the French enough already for their generous vacations , universal health care and fine food and wine , the arrival of 2017 brings this : a newly created UNK to UNK . </s>"
"<s> UNK Pilot , UNK to Be Drunk , Is UNK From UNK in Canada </s>","<s> OTTAWA — It was 7 a. m. and 99 passengers and six crew members were aboard a UNK on the UNK at UNK International Airport , bound for a sunny holiday in UNK , Mexico . There was one problem , however . </s>"
<s> Riot by Drug Gangs in Brazil Prison Leaves at Least 56 Dead </s>,"<s> RIO DE JANEIRO — A prison riot involving gangs UNK for UNK over the UNK trade in the Brazilian Amazon left at least 56 people dead , the authorities in the city of UNK said on Monday . </s>"
<s> SpaceX Says It’s Ready to Launch UNK Again </s>,"<s> After the explosion in September of one of its UNK , SpaceX is now ready to get back into the business of sending UNK to space , the company announced on Monday , with its next rocket headed to orbit as soon as Sunday . </s>"
<s> A UNK UNK UNK in New York Area UNK : Floor Hockey </s>,"<s> In the basement of a UNK old building in Upper Manhattan that houses the UNK University High School for Boys sits a UNK gym that is home to the high school’s floor hockey team , known as the UNK . </s>"
<s> Inside Jonathan UNK UNK Trove </s>,"<s> Writers are different from the rest of us . Their UNK UNK can be worth money , not to mention the UNK UNK of future scholars . Jonathan UNK , 52 , recently became the latest author to sell his personal paper trail to a major UNK . </s>"
<s> An UNK UNK to Aid Others UNK With Financial Need </s>,"<s> In 2007 , UNK UNK and his wife , UNK , UNK to the United States from the island of UNK in the Philippines . In doing so , they were UNK their family’s dreams . For years , her parents had UNK that the UNK join them in New York City . </s>"
"<s> House Republicans , Under Fire , Back Down on UNK Ethics Office </s>","<s> WASHINGTON — It was supposed to be a triumphant morning for Republicans on Capitol Hill — a moment to demonstrate the UNK of UNK party rule in the age of Donald J. Trump . By noon , party leaders had a message for their charges : It was not going UNK . </s>"
"<s> Republican Party , Megyn Kelly , UNK : Your Wednesday Briefing </s>",<s> ( Want to get this briefing by email ? Here’s the . ) Good morning . Here’s what you need to know : • Congress focuses on health care . Debate begins today on legislation to dismantle major parts of the Affordable Care Act . </s>
<s> Turmoil UNK First Day of UNK Congress </s>,"<s> WASHINGTON — The Congress opened the turbulent Trump era in Washington on Tuesday , as the new Senate moved instantly to begin the repeal of President Obama’s signature health care law while the House descended into chaos in an attempt to gut an independent congressional ethics office . </s>"
"<s> With Choice of Trade UNK , Trump Prepares to Confront Mexico and China </s>","<s> WASHINGTON — Donald J. Trump on Tuesday named as his chief trade UNK a Washington lawyer who has long UNK UNK policies , the latest sign that Mr. Trump intends to fulfill his campaign promise to get tough with China , Mexico and other trading partners . </s>"
<s> Trump Appears to Side With Assange Over Intelligence UNK UNK </s>,"<s> ■ Donald J. Trump appears to side with the WikiLeaks founder Julian Assange over United States intelligence agencies , with Vice Mike Pence backing him up . ■ She’s hired : UNK UNK gets a White House post , as do some notable Trump loyalists . </s>"
<s> California Hires Eric Holder as Legal UNK Against Donald Trump </s>,"<s> LOS ANGELES — UNK for four years of potential battles with Donald J. Trump , Democratic leaders of the California Legislature announced Wednesday that they had hired Eric H . </s>"
<s> Israeli Soldier Who Shot UNK Palestinian UNK Is Convicted </s>,"<s> JERUSALEM — The fate of just one Israeli soldier was hanging in the balance . But for many Israelis , the guilty verdict announced on Wednesday was a critical turn in the battle for the character of the state . When the military judges convicted Sgt . </s>"
<s> Work . Walk 5 Minutes . Work . </s>,"<s> UNK at your work desk ? Standing up and walking around for five minutes every hour during the UNK could lift your mood , combat UNK without reducing focus and attention , and even UNK hunger UNK , according to an UNK new study . </s>"
<s> It’s Time to Ignore Advice About Which Stocks to Buy in 2017 </s>,"<s> It’s that time of year when financial advice sites issue their lists of the UNK to Buy for 2017 . ” Before you take them up on their UNK , let’s look at how well such UNK did in 2016 . </s>"
"<s> Megyn Kelly’s Jump to NBC From Fox News Will Test Her , and the Networks </s>","<s> For Megyn Kelly , the shift from Fox News to NBC — where she will host a daily UNK show and a Sunday UNK program — will be a test of whether she can UNK with a broader audience in a different format and reach another level of television UNK . </s>"
<s> Anchor Becomes the News as Megyn Kelly Leaves Fox News for NBC </s>,<s> Megyn Kelly’s new office at NBC News sits a block north of Fox News headquarters in Midtown Manhattan . But it might as well be a world away . </s>
<s> President UNK Great Chinese Soccer Dream </s>,"<s> UNK , China — The 48 soccer fields of the vast UNK Football School in south China seem barely enough for its 2 , 800 students . </s>"
<s> Tech Giants Seem UNK . That Worries Lawmakers . </s>,"<s> In the technology industry , the sharks have never long been safe from the UNK . Over much of the last 40 years , the biggest players in tech — from UNK to to UNK to Yahoo — were eventually UNK by that came out of nowhere . </s>"
"<s> Chinese City Official Shoots 2 Others and Kills Himself , State Media Says </s>","<s> BEIJING — A city official in southwest China unleashed a UNK of gunfire on the city’s mayor and Communist Party secretary during a meeting on Wednesday , injuring them before fleeing and killing himself , the official news media reported . </s>"
<s> How UNK Became One of the UNK UNK in American Politics </s>,"<s> Our new president is a billionaire UNK League graduate , a real estate UNK , a TV star and a son of UNK wealth . But he is no longer , by his own UNK , a member of the UNK . </s>"
"<s> For a Mother With Big Dreams , Two UNK Words : ‘I UNK </s>","<s> UNK Rivera , a single mother with four children and big dreams , must budget her money and her time UNK . “I got my kids , ” Ms. Rivera said . “I don’t want to waste my time . </s>"
<s> Senate Republicans Open Fight Over Obama Health Law </s>,<s> WASHINGTON — Congress opened for battle over the Affordable Care Act on Wednesday as Republicans pushed immediately forward to repeal the health care law and President Obama made a rare trip to Capitol Hill to defend it . </s>
<s> The UNK Tactic That Could UNK Obamacare </s>,"<s> WASHINGTON — Republicans hope to repeal major parts of the Affordable Care Act using an UNK UNK known as budget UNK . The process is sometimes called UNK , but it has been used often in the past 35 years to write some of the nation’s most important laws . </s>"
"<s> In UNK Ethics Office UNK , a UNK of Tweets and UNK </s>","<s> WASHINGTON — UNK in Congress often UNK , but usually not on the very first day . </s>"
<s> Ivanka Trump’s New Washington Home Once UNK to a Putin UNK </s>,"<s> WASHINGTON — Ivanka Trump , who is weighing a prominent role in her father’s administration , is planning to move with her family to a mansion in the exclusive UNK section of Washington , two people familiar with the decision said Wednesday . </s>"
<s> Donald Trump Nominates Wall Street Lawyer to Head UNK . </s>,"<s> The Wall Street lawyer Walter J. UNK does not travel in political circles , nor is he well known in corporate America . He is the UNK insider — a deal maker . </s>"
"<s> Dylann Roof , Addressing Court , Offers No Apology or UNK for Massacre </s>","<s> CHARLESTON , S. C. — UNK to UNK one of his last chances to save his own life , the convicted killer Dylann S . </s>"
"<s> In Turkey , U.S. Hand Is Seen in Nearly Every Crisis </s>","<s> ISTANBUL — Turkish officials accused the United States of UNK a failed coup last summer . When the Russian ambassador to Turkey was assassinated last month , the Turkish press said the United States was behind the attack . </s>"
<s> A New Casualty of Syria’s War : Drinking Water in Damascus </s>,"<s> BEIRUT , Lebanon — For millions of Damascus residents , concerns about the direction of the war in Syria have been replaced by worries about where to get enough water to do the UNK , UNK clothes or take a shower . </s>"
<s> My Canada </s>,"<s> Canada , our No . 1 pick for this year’s 52 Places to Go list , UNK millions of square miles . It also contains UNK , not just of people and locations , but of memories . We asked five Canadian UNK to reflect on places that have UNK in their UNK . </s>"
<s> How We Put Together Our 52 Places to Go List </s>,"<s> For the 12th straight year , the Travel section presents its annual Places to Go issue . You will likely have some questions : How did the No . 1 spot get there ? Why is my favorite spot not on the list ? What’s the deal with those UNK videos online at nytimes . ? </s>"
<s> Places to Put Your Hands Together </s>,"<s> Whether the music to your ears is pop , classical , jazz , country or another type of tune UNK , the UNK of 2017 have you covered . </s>"
"<s> Getting Around by Rail , UNK or Foot </s>","<s> Whether by train , ship or trail , transit UNK are poised to UNK in 2017 . UNK , the UNK express train in South Florida is expected to open , linking Miami and West Palm Beach . </s>"
<s> 5 UNK Shows if You’re in New York This Month </s>,"<s> Broadway shows often UNK their UNK at the end of the year , fearing the winter UNK at the box office . But this year a few shows of note are holding on , at least for a week or two . </s>"
<s> UNK Kennedy Airport Is Governor’s Next Big Plan </s>,"<s> Gov . Andrew M. Cuomo of New York said on Wednesday that with a complete overhaul of La UNK Airport underway , he wants to rebuild New York City’s other airport , John F. Kennedy International . </s>"
<s> UNK for Sale </s>,"<s> On the morning of May 18 , 2014 , UNK UNK was UNK by a series of strange messages that appeared in her UNK inbox . </s>"
<s> Why Men Don’t Want the Jobs Done Mostly by Women </s>,"<s> It hasn’t been a great time to be a man without a job . The jobs that have been UNK , like machine UNK , are predominantly those that men do . The UNK that are growing , like health aide , UNK mostly women . </s>"
<s> Apple Removes New York Times Apps From Its Store in China </s>,"<s> Apple , UNK with what it said was a request from Chinese authorities , removed news apps created by The New York Times from its app store in China late last month . </s>"
"<s> Fed Officials See Faster Economic Growth Under Trump , but No Boom </s>","<s> WASHINGTON — Federal Reserve officials expect Donald J. Trump’s election to result in somewhat faster economic growth over the next several years , but they see little chance of the boom Mr. Trump has promised , according to an account of the Fed’s most recent meeting in . </s>"
"<s> Rockefeller Foundation Picks UNK J. UNK , a UNK , as President </s>","<s> UNK J. UNK , a UNK of the Rockefeller Foundation , was asked about six months ago to join the committee that would select the UNK next president . He said no . </s>"
"<s> Philippines UNK UNK More Than 150 Inmates , UNK UNK </s>",<s> MANILA — A manhunt was underway Wednesday for more than 150 inmates who escaped from a jail in the southern Philippines after it came under attack by gunmen overnight . </s>
"<s> Enough With the Tweets , China’s State Media Tells Trump </s>","<s> BEIJING — China’s leaders thought they had a solution to the torrent of UNK , UNK and UNK on Twitter : They banned access to it at home . Yet China has become the country that Donald J. Trump seems to UNK criticizing the most on his Twitter feed . </s>"
<s> Coming to UNK UNK : A UNK UNK That Records Your Every UNK </s>,"<s> UNK , Fla. — Inside a UNK UNK Corporation complex here , two former Disney executives have been plotting a UNK cruise industry overhaul . </s>"
<s> 2 UNK UNK Must Pay $ 23 Million for UNK UNK </s>,<s> The nation’s consumer watchdog agency on Tuesday ordered the agencies UNK and UNK to pay more than $ 23 . 2 million in UNK and UNK for UNK customers about the UNK of credit scores and the cost of UNK them . </s>
"<s> Coal Fire , Not Just UNK , UNK the UNK , a Journalist Claims </s>","<s> LONDON — Maybe it wasn’t just the UNK . Ever since the UNK UNK more than UNK years ago , killing more than 1 , 500 men , women and children , mystery has UNK around the UNK . </s>"
<s> Chase UNK Reserve UNK Huge UNK Will Be UNK </s>,"<s> When a Wall Street banking institution starts throwing UNK at credit card customers , it may be best to grab them before they UNK UNK . And so it goes with Chase UNK Reserve , a card that the bank , UNK Chase , introduced last summer . </s>"
<s> Broadway Breaks Multiple Records Through New Year’s Weekend </s>,"<s> Broadway rang out 2016 with a very big bang . The 33 plays and UNK running last week brought in a UNK $ 49 . 7 million , making it the week in Broadway history . It was also the week on record , with UNK , UNK people seeing Broadway shows . </s>"
"<s> Italian Inmates UNK , UNK and Taste Their Way to UNK </s>","<s> UNK , Italy — One of his first students was a young man he had arrested four years earlier . Others have been convicted of armed robbery , drug trafficking and criminal association with the UNK . </s>"
"<s> The 2017 Class Divide , as UNK by a New UNK Day at a Time’ </s>","<s> In the first episode of “One Day at a Time , ” UNK UNK of the UNK UNK sitcom , UNK ( UNK UNK ) has an argument with her son , Alex ( UNK UNK ) who wants an expensive new pair of sneakers . UNK , ” he says , “I know we’re not rich . </s>"
<s> Michael Eric UNK UNK in UNK UNK </s>,"<s> Your forthcoming book , UNK We Can not Stop , ” is UNK “A UNK to White America . ” Which part of white America do you UNK reading it ? </s>"
<s> For Sale : UNK UNK UNK </s>,"<s> UNK UNK UNK might be sitting on a gold mine : its UNK of some eight million photographs and UNK from Vanity Fair , The New Yorker , Vogue , UNK UNK and other magazines . Now , given the UNK state of the media industry , the company has plans to UNK it . </s>"
"<s> UNK Trump , UNK Voices UNK UNK UNK on Russian Hacking </s>","<s> WASHINGTON — A UNK front of top intelligence officials and senators from both parties on Thursday UNK reaffirmed the conclusion that the Russian government used hacking and leaks to try to influence the presidential election , directly UNK Donald J. Trump’s repeated questioning of Russia’s role . </s>"
"<s> Dan UNK , the UNK UNK Senator Poised to Be Intelligence Chief </s>","<s> WASHINGTON — Donald J. Trump is expected to choose as director of national intelligence Senator Dan UNK , a former ambassador to Germany , secret UNK and UNK of all things Indiana who also served as a member of his UNK Intelligence Committee . </s>"
<s> The Perfect Weapon : How Russian UNK UNK the U.S . </s>,"<s> WASHINGTON — When Special Agent UNK UNK of the Federal Bureau of Investigation called the Democratic National Committee in September 2015 to pass along some troubling news about its computer network , he was UNK , UNK , to the help desk . His message was brief , if alarming . </s>"
<s> Trump Said UNK UNK An Echo Is UNK UNK . </s>,"<s> When the United UNK top official tried to UNK an infamous prison in Gambia two years ago , officials there denied him access . So he protested all the way up the country’s chain of command . </s>"
<s> UNK UNK Plan to Repeal the Affordable Care Act </s>,"<s> WASHINGTON — Vice Mike Pence and the top Republicans in Congress made clear on Wednesday , more UNK and explicitly than ever , that they are dead serious about repealing the Affordable Care Act . </s>"
"<s> In Break With UNK , Obama UNK Are Denied UNK Past Inauguration Day </s>","<s> WASHINGTON — Donald J. Trump’s transition staff has issued a UNK UNK requiring politically appointed UNK to leave their overseas posts by Inauguration Day , according to several American diplomats familiar with the plan , breaking with decades of UNK by declining to provide even the UNK of UNK UNK . </s>"
<s> Trump Takes on Democrats and Health Law in New Twitter UNK </s>,"<s> WASHINGTON — Donald J. Trump lashed out at Democrats on Thursday over their efforts to preserve President Obama’s health care coverage law , UNK their top legislative leader and denouncing the measure as a UNK as he called for a less expensive and more effective system . </s>"
"<s> Ending UNK , Black College Says Band Will Play at Inaugural Parade </s>","<s> UNK , Ala. — For a band at a tiny , historically black college , it seems in some ways to be the UNK of a lifetime : a chance to march and perform at the Jan. 20 presidential inaugural parade in Washington . </s>"
<s> UNK Reaches $ 5 Million Settlement With Regulators in UNK Global Case </s>,"<s> After more than five years of investigations and negotiations , the curious case of UNK Global is finally closed . On Thursday , federal regulators announced a $ 5 million settlement with Jon S . </s>"
<s> Sears Agrees to Sell UNK to Stanley Black & amp UNK to Raise Cash </s>,"<s> The question from the analyst on Thursday was delicate enough . In agreeing to buy the UNK tool brand from Sears UNK , how would Stanley Black UNK protect itself from legal issues that could UNK at the UNK down the line ? </s>"
"<s> UNK . Train That UNK Was Going Over Twice Speed Limit , Inquiry Finds </s>","<s> A Long Island Rail Road train that crashed in Brooklyn on Wednesday was going more than twice the speed limit when it slammed into a train station , injuring more than 100 people , federal investigators said on Thursday . </s>"
<s> Record 2016 for U.S. Auto Industry Long Road Back May Be at End </s>,"<s> DETROIT — UNK strong sales of new vehicles in the United States in December propelled the industry to another record figure in 2016 : 17 . 55 million sold . That is the good news . The bad news , though , is that the late push to beat the previous record , 17 . </s>"
<s> Macy’s Will Cut UNK Jobs After Poor Holiday Sales </s>,"<s> Struggling with UNK sales over another crucial holiday shopping season , Macy’s announced on Wednesday that it was UNK more than 10 , 000 jobs as part of a continuing plan to cut costs and close 100 stores . </s>"
<s> What to Watch for in Fashion in 2017 </s>,"<s> So , the UNK UNK and heat tech have been worn the ball , and the other UNK , has dropped . The year 2016 is over , and 2017 has begun . It’s no longer time to look back , but to look forward . And what do we see ? </s>"
<s> How to UNK UNK : Look for Falling Crime </s>,"<s> Everyone has theories for why professionals are moving back into parts of cities UNK by their parents’ generation . Perhaps their living UNK have shifted . Or the demands of the labor market have , and young adults with less UNK time are UNK to waste it UNK . </s>"
<s> UNK on Trial Defends UNK Migrants : ‘I Am a UNK </s>,"<s> NICE , France — At times it was hard to know who was on trial , the UNK or the state . </s>"
<s> UNK Bond of UNK Gives Away the Last of His Fortune </s>,"<s> As it happens , Donald J. Trump is not the only person to announce plans to shut down a personal UNK , just the best known . This is the story of a man who made and kept that same promise . Nearly five years ago , Charles F . </s>"
"<s> Bitcoin Price Soars , Fueled by UNK and Global Currency Turmoil </s>","<s> SAN FRANCISCO — The virtual currency Bitcoin has been swept up in yet another UNK UNK , pushing its price toward the peak it last reached in late 2013 . </s>"
<s> 4 UNK After Video Shows UNK Charged Beating in Chicago </s>,"<s> CHICAGO — The police here were questioning four people on Wednesday as video UNK online showing a white teenager tied up and beaten as a group of young shouted UNK messages and UNK Donald J. Trump . “It’s UNK , ” UNK UNK Johnson of the Chicago Police Department said . </s>"
"<s> Once UNK a Time , a Guard Nearly Shot Queen Elizabeth by Mistake </s>","<s> It was a close call for the queen . A walk around the grounds of UNK Palace in the very early morning hours nearly got Queen Elizabeth II shot by one of her guards , The Times of London reported on Wednesday . </s>"
<s> Vermont Governor UNK UNK for Marijuana UNK </s>,<s> Nearly 200 of the approximately UNK people who asked Gov . Peter UNK of Vermont to UNK their UNK marijuana convictions had their wish UNK this week . </s>
"<s> Review : Debbie Reynolds and Carrie Fisher , at Home in UNK UNK </s>","<s> Perhaps the documentary UNK Lights : UNK Carrie Fisher and Debbie UNK would seem less UNK and UNK had its subjects not just died , or had they not died , UNK , within a day of each other . But the UNK UNK UNK UNK through that UNK . </s>"
"<s> Putin Led a Complex UNK Scheme to Aid Trump , Report Finds </s>","<s> WASHINGTON — President Vladimir V. Putin of Russia directed a vast UNK aimed at denying Hillary Clinton the presidency and UNK Donald J. Trump in the Oval Office , the nation’s top intelligence agencies said in an extraordinary report they delivered on Friday to Mr. Trump . </s>"
<s> Russian UNK in American Election Was No UNK </s>,<s> The intelligence UNK report on the Russian intervention in the American presidential election UNK it as just one piece of an propaganda campaign . </s>
<s> Russia UNK Apple and Google to Remove LinkedIn From Local App Stores </s>,"<s> WASHINGTON — Smartphone users in Russia can no longer UNK the LinkedIn app on iPhone or Android devices , following a similar move in China to block The New York Times app on iPhones . </s>"
<s> U.S. Says Russians Were Behind UNK on Antidoping Agency </s>,"<s> United States intelligence officials have determined that last year’s cyberattacks on the World Agency UNK with the Russian government , UNK in apparent retaliation for what President Vladimir V. Putin deemed to be an effort to UNK Russia for widespread doping . </s>"
<s> Trump UNK UNK UNK to UNK Federal Ethics Office </s>,"<s> WASHINGTON — Rex W. Tillerson owns more than $ 50 million of Exxon Mobil stock , has earned an annual salary of $ 10 million and holds a range of positions — from director at the Boy Scouts of America to the managing director of a Texas UNK and cattle ranch . </s>"
<s> Trump Meets With Some UNK Critics : UNK at Vanity Fair and Vogue </s>,"<s> Donald J. Trump arrived at 1 World Trade Center a little before 10 a. m. on Friday to face some of his UNK critics in New York : top editors and digital directors of UNK UNK stable of magazines , among them Vanity Fair , The New Yorker and Vogue . </s>"
<s> Hospital Confirms Eric Trump Helped Raise $ UNK Million for It </s>,"<s> WASHINGTON — Eric Trump has helped raise $ 16 . 3 million for St. UNK Children’s Research Hospital of Tennessee over the past decade , a hospital official said in a letter sent to a charity run by Mr. Trump , the ’s son . </s>"
"<s> Donald Trump , Fort Lauderdale : Your Friday Evening Briefing </s>","<s> ( Want to get this briefing by email ? Here’s the . ) Good evening . Here’s the latest . 1 . The UNK version of the intelligence report on Russian hacking ordered by President Obama found that Russia’s leader , Vladimir V. Putin , UNK an influence UNK to UNK the 2016 election . </s>"
<s> California Today : UNK Down on UNK Driving </s>,<s> Good morning . ( Want to get California Today by email ? Here’s the . ) Let’s turn it over to Jonah UNK UNK for today’s introduction . A California law that went into effect on Sunday barring drivers from holding phones while operating vehicles is among the most stringent in the nation . </s>
<s> Westchester County UNK to Possible Indian Point Shutdown </s>,"<s> For years , UNK activists , concerned parents , local officials and others have worried about Indian Point , a nuclear plant on the Hudson River in northern Westchester County that provides cheap energy and robust tax UNK , but also carries the risk of disaster . </s>"
<s> Recovery Finally UNK Big Gains for UNK UNK Pay </s>,"<s> It has been a long time coming — eight years , in fact — but the economic recovery is finally showing up in the average American UNK UNK in a big way . </s>"
"<s> Florida Airport UNK May Have Heard Voices Urging Violence , Officials Say </s>","<s> FORT UNK , Fla. — Federal law enforcement officials said they were investigating whether the gunman who opened fire on Friday at the airport here , killing five people and wounding eight , was mentally UNK and heard voices in his head telling him to commit acts of violence . </s>"
<s> Is Your UNK Not Working ? Maybe You’re a UNK </s>,"<s> Is your UNK getting you nowhere ? Research and lived experience indicate that many people who begin a new exercise program see little if any UNK in their health and fitness even after weeks of UNK UNK with their new routine . Among fitness scientists , these people are known as UNK . </s>"
<s> Beating of UNK Teenager Highlights a Crime That Often Goes UNK </s>,"<s> CHICAGO — The UNK video seized the nation’s attention this week : A group of young people kidnapped , bound , beat , slashed , UNK , UNK and threatened to kill a teenager with mental UNK over nearly three days , and laughed about it as they carried out their acts . </s>"
"<s> Andrew UNK , UNK Ghost in the Hollywood Machine </s>","<s> LOS ANGELES — To understand how Andrew UNK successfully made the UNK from to holy man , it’s UNK to know that when he was 8 , his UNK was UNK UNK . </s>"
"<s> He Helped UNK a UNK . In New York , He’s Another Face in the Crowd . </s>","<s> Every public housing complex in America is filled with individual UNK of struggle and survival . This is the story of a UNK man in a black UNK who lives in unit UNK in the Bronx . His name is UNK UNK , and he brought down a murderous African dictator . </s>"
<s> City to Close or UNK 9 Schools That Were in Support Program </s>,"<s> The city’s Education Department plans to close or UNK nine schools next year that are part of its UNK UNK , among a group of 22 schools to be closed or UNK , according to a document obtained by The New York Times . </s>"
<s> Kerry UNK Obama UNK Diplomatic UNK . ( Trump Opposes Them All . ) </s>,"<s> In an exit UNK reflecting on eight years of United States foreign policy , Secretary of State John Kerry UNK the Obama administration’s diplomatic UNK . But that record may be weakened or overturned by Donald J. Trump , who has UNK many of President Obama’s policies . </s>"
"<s> Friday Mailbag : UNK , UNK , UNK and UNK </s>","<s> We hope you got some rest over the holidays , but it’s clear from our UNK that you remained sharp and UNK readers . We will address a few of those complaints first , before turning to this week’s topics . </s>"
<s> Dozens of Inmates Killed as Prison Violence UNK in Brazil </s>,<s> RIO DE JANEIRO — Some of the inmates were UNK . Others had their UNK UNK from their bodies . Gang leaders used the blood of their victims to write a UNK message of UNK : UNK is paid for with blood . </s>
"<s> In Sweden , UNK in a UNK UNK Can’t UNK the Cost </s>","<s> A controversial experiment with a UNK in one of Sweden’s largest cities wrapped up this week with a UNK conclusion : UNK working hours make for UNK , healthier and more UNK employees . There’s just one catch . The practice is too expensive and UNK to become widespread in Sweden UNK soon . </s>"
